ID,Category,Meal,Dish,Description,Calories,Protein,Carbs,Fats,Fiber
154,Vegan,Breakfast,"4 Idlis with Fruit Bowl (Apple & Papaya)","A high-protein breakfast meal featuring 4 Idlis with Fruit Bowl (Apple & Papaya) - perfect for your dietary goals.",322,9.0,70.0,0.8,7.0
155,Vegan,Mid Morning Snack,"Vegan Protein Shake","A delicious mid morning snack meal featuring Vegan Protein Shake - cooked in traditional Indian style.",115,22.0,4.0,1.5,1.0
156,Vegan,Evening Snack,"Moong Sprouts Salad","A balanced evening snack meal featuring Moong Sprouts Salad - providing excellent macronutrients.",120,10.0,18.0,1.0,6.0
157,Vegan,Lunch,"Toor Dal with Bowl Rice","A balanced lunch meal featuring Toor Dal with Bowl Rice - providing excellent macronutrients.",240,8.0,45.0,2.0,6.0
158,Vegan,Lunch,"Soya Chunks Curry and Millet Roti and Aloo Gobi","A balanced lunch meal featuring Soya Chunks Curry and Millet Roti and Aloo Gobi - providing excellent macronutrients.",375,24.5,50.0,8.5,14.0
159,Vegan,Dinner,"Rajma Curry with Jeera Rice","A home-style dinner meal featuring Rajma Curry with Jeera Rice - providing excellent macronutrients.",330,10.5,54.0,7.0,9.2
160,Vegan,Dinner,"Mushroom Do Pyaza with Bowl Rice","A nutrient-rich dinner meal featuring Mushroom Do Pyaza with Bowl Rice - cooked in traditional Indian style.",240,6.0,38.0,6.0,4.0
161,Vegan,Breakfast,"Appam","A balanced breakfast meal featuring Appam - providing excellent macronutrients.",120,2.0,25.0,1.5,1.0
162,Vegan,Breakfast,"4 Idlis with Moong Sprouts Salad","A balanced breakfast meal featuring 4 Idlis with Moong Sprouts Salad - providing excellent macronutrients.",352,18.0,66.0,1.8,9.0
163,Vegan,Mid Morning Snack,"Vegan Protein Shake","A high-protein mid morning snack meal featuring Vegan Protein Shake - perfect for your dietary goals.",115,22.0,4.0,1.5,1.0
164,Vegan,Evening Snack,"Cucumber Carrot Salad","A healthy evening snack meal featuring Cucumber Carrot Salad - providing excellent macronutrients.",40,1.0,9.0,0.0,3.0
165,Vegan,Lunch,"Lobia Curry with Bowls Rice","A home-style lunch meal featuring Lobia Curry with Bowls Rice - providing excellent macronutrients.",420,11.0,80.0,3.0,9.0
166,Vegan,Lunch,"Rajma Curry and Millet Roti and Mixed Veg Curry","A healthy lunch meal featuring Rajma Curry and Millet Roti and Mixed Veg Curry - cooked in traditional Indian style.",435,15.5,64.0,11.5,17.0
167,Vegan,Dinner,"Tofu Curry with Millet Rotis","A high-protein dinner meal featuring Tofu Curry with Millet Rotis - cooked in traditional Indian style.",410,21.0,46.0,14.0,10.0
168,Vegan,Dinner,"Lauki Sabzi with Millet Rotis","A high-protein dinner meal featuring Lauki Sabzi with Millet Rotis - cooked in traditional Indian style.",300,8.0,50.0,6.0,11.0
169,Vegan,Breakfast,"Plain Dosa","A balanced breakfast meal featuring Plain Dosa - cooked in traditional Indian style.",133,3.0,23.0,3.0,1.0
170,Vegan,Breakfast,"Gobi Paratha with Cucumber Carrot Salad","A nutrient-rich breakfast meal featuring Gobi Paratha with Cucumber Carrot Salad - providing excellent macronutrients.",260,6.0,42.0,7.0,8.0
171,Vegan,Mid Morning Snack,"Cucumber Carrot Salad","A delicious mid morning snack meal featuring Cucumber Carrot Salad - prepared with minimal oil.",40,1.0,9.0,0.0,3.0
172,Vegan,Evening Snack,"Roasted Makhana","A balanced evening snack meal featuring Roasted Makhana - perfect for your dietary goals.",110,3.0,20.0,2.0,4.0
173,Vegan,Lunch,"Chana Masala with Millet Rotis","A high-protein lunch meal featuring Chana Masala with Millet Rotis - prepared with minimal oil.",400,15.0,65.0,8.0,15.0
174,Vegan,Lunch,"Chana Masala and Rotis and Aloo Gobi","A balanced lunch meal featuring Chana Masala and Rotis and Aloo Gobi - prepared with minimal oil.",488,17.0,87.0,11.0,18.0
175,Vegan,Dinner,"Toor Dal with Brown Rice (Bowl)","A high-protein dinner meal featuring Toor Dal with Brown Rice (Bowl) - prepared with minimal oil.",220,9.0,39.0,3.0,8.5
176,Vegan,Dinner,"Jeera Aloo with Brown Rice (Bowl)","A nutrient-rich dinner meal featuring Jeera Aloo with Brown Rice (Bowl) - prepared with minimal oil.",260,5.0,46.0,6.0,6.5
177,Vegan,Breakfast,"Appam","A balanced breakfast meal featuring Appam - cooked in traditional Indian style.",120,2.0,25.0,1.5,1.0
178,Vegan,Breakfast,"Moong Dal Chilla with Roasted Makhana","A nutrient-rich breakfast meal featuring Moong Dal Chilla with Roasted Makhana - perfect for your dietary goals.",250,11.0,37.0,6.0,8.0
179,Vegan,Mid Morning Snack,"Cucumber Carrot Salad","A balanced mid morning snack meal featuring Cucumber Carrot Salad - providing excellent macronutrients.",40,1.0,9.0,0.0,3.0
180,Vegan,Evening Snack,"Fruit Bowl (Apple & Papaya)","A balanced evening snack meal featuring Fruit Bowl (Apple & Papaya) - perfect for your dietary goals.",90,1.0,22.0,0.0,4.0
181,Vegan,Lunch,"Yellow Dal Tadka with Millet Roti","A nutrient-rich lunch meal featuring Yellow Dal Tadka with Millet Roti - providing excellent macronutrients.",235,10.5,38.0,4.5,9.0
182,Vegan,Lunch,"Yellow Dal Tadka and Bowls Rice and Aloo Gobi","A high-protein lunch meal featuring Yellow Dal Tadka and Bowls Rice and Aloo Gobi - prepared with minimal oil.",425,13.0,78.0,7.0,11.5
183,Vegan,Dinner,"Rajma Curry with Bowls Rice","A healthy dinner meal featuring Rajma Curry with Bowls Rice - providing excellent macronutrients.",440,12.0,82.0,4.0,10.0
184,Vegan,Dinner,"Lauki Sabzi with Millet Roti","A home-style dinner meal featuring Lauki Sabzi with Millet Roti - perfect for your dietary goals.",185,4.5,30.0,4.5,7.0
185,Vegan,Breakfast,"Masala Dosa","A delicious breakfast meal featuring Masala Dosa - providing excellent macronutrients.",260,5.0,42.0,8.0,4.0
186,Vegan,Breakfast,"Idlis with Cucumber Carrot Salad","A delicious breakfast meal featuring Idlis with Cucumber Carrot Salad - cooked in traditional Indian style.",156,5.0,33.0,0.4,4.5
187,Vegan,Mid Morning Snack,"Chana Chaat","A high-protein mid morning snack meal featuring Chana Chaat - cooked in traditional Indian style.",140,7.0,22.0,2.0,6.0
188,Vegan,Evening Snack,"Roasted Chana","A high-protein evening snack meal featuring Roasted Chana - cooked in traditional Indian style.",120,6.0,18.0,2.0,5.0
189,Vegan,Lunch,"Toor Dal with Quinoa (Bowl)","A delicious lunch meal featuring Toor Dal with Quinoa (Bowl) - prepared with minimal oil.",230,10.4,38.0,4.0,7.8
190,Vegan,Lunch,"Vegan Dal Makhani (Coconut Milk) and Bowls Rice and Bhindi Masala","A healthy lunch meal featuring Vegan Dal Makhani (Coconut Milk) and Bowls Rice and Bhindi Masala - prepared with minimal oil.",600,14.0,92.0,16.0,13.0
191,Vegan,Dinner,"Vegan Dal Makhani (Coconut Milk) with 3 Rotis","A delicious dinner meal featuring Vegan Dal Makhani (Coconut Milk) with 3 Rotis - providing excellent macronutrients.",532,17.0,88.0,13.0,16.0
192,Vegan,Dinner,"Lauki Sabzi with Millet Roti","A home-style dinner meal featuring Lauki Sabzi with Millet Roti - perfect for your dietary goals.",185,4.5,30.0,4.5,7.0
193,Vegan,Breakfast,"Poha","A home-style breakfast meal featuring Poha - providing excellent macronutrients.",180,3.0,39.0,1.5,2.0
194,Vegan,Breakfast,"Aloo Paratha with Masala Oats","A delicious breakfast meal featuring Aloo Paratha with Masala Oats - cooked in traditional Indian style.",370,10.0,59.0,11.0,8.0
195,Vegan,Mid Morning Snack,"Fruit Bowl (Apple & Papaya)","A high-protein mid morning snack meal featuring Fruit Bowl (Apple & Papaya) - perfect for your dietary goals.",90,1.0,22.0,0.0,4.0
196,Vegan,Evening Snack,"Moong Sprouts Salad","A high-protein evening snack meal featuring Moong Sprouts Salad - perfect for your dietary goals.",120,10.0,18.0,1.0,6.0
197,Vegan,Lunch,"Lobia Curry with Millet Rotis","A home-style lunch meal featuring Lobia Curry with Millet Rotis - cooked in traditional Indian style.",390,14.0,64.0,6.0,15.0
198,Vegan,Lunch,"Tofu Curry and Millet Rotis and Cabbage Poriyal","A balanced lunch meal featuring Tofu Curry and Millet Rotis and Cabbage Poriyal - prepared with minimal oil.",500,23.0,58.0,18.0,14.0
199,Vegan,Dinner,"Vegan Dal Makhani (Coconut Milk) with Brown Rice (Bowl)","A healthy dinner meal featuring Vegan Dal Makhani (Coconut Milk) with Brown Rice (Bowl) - cooked in traditional Indian style.",330,11.0,44.0,11.0,10.5
200,Vegan,Dinner,"Cabbage Poriyal with Bowls Rice","A delicious dinner meal featuring Cabbage Poriyal with Bowls Rice - cooked in traditional Indian style.",285,5.0,54.0,4.0,5.5
201,Vegan,Breakfast,"Gobi Paratha","A home-style breakfast meal featuring Gobi Paratha - cooked in traditional Indian style.",220,5.0,33.0,7.0,5.0
202,Vegan,Breakfast,"Moong Dal Chilla with Cucumber Carrot Salad","A nutrient-rich breakfast meal featuring Moong Dal Chilla with Cucumber Carrot Salad - prepared with minimal oil.",180,9.0,26.0,4.0,7.0
203,Vegan,Mid Morning Snack,"Roasted Makhana","A high-protein mid morning snack meal featuring Roasted Makhana - providing excellent macronutrients.",110,3.0,20.0,2.0,4.0
204,Vegan,Evening Snack,"Roasted Chana","A healthy evening snack meal featuring Roasted Chana - providing excellent macronutrients.",120,6.0,18.0,2.0,5.0
205,Vegan,Lunch,"Chana Masala with Rotis","A healthy lunch meal featuring Chana Masala with Rotis - cooked in traditional Indian style.",378,14.0,69.0,7.0,13.0
206,Vegan,Lunch,"Vegan Dal Makhani (Coconut Milk) and Millet Roti and Mixed Veg Curry","A delicious lunch meal featuring Vegan Dal Makhani (Coconut Milk) and Millet Roti and Mixed Veg Curry - cooked in traditional Indian style.",475,15.5,60.0,17.5,16.0
207,Vegan,Dinner,"Lobia Curry with Jeera Rice","A nutrient-rich dinner meal featuring Lobia Curry with Jeera Rice - cooked in traditional Indian style.",310,9.5,52.0,6.0,8.2
208,Vegan,Dinner,"Baingan Bharta with Roti","A balanced dinner meal featuring Baingan Bharta with Roti - prepared with minimal oil.",234,5.0,38.0,8.0,9.0
209,Vegan,Breakfast,"Besan Chilla","A high-protein breakfast meal featuring Besan Chilla - perfect for your dietary goals.",150,7.0,18.0,5.0,4.0
210,Vegan,Breakfast,"Poha with Roasted Makhana","A healthy breakfast meal featuring Poha with Roasted Makhana - perfect for your dietary goals.",290,6.0,59.0,3.5,6.0
211,Vegan,Mid Morning Snack,"Vegan Protein Shake","A balanced mid morning snack meal featuring Vegan Protein Shake - perfect for your dietary goals.",115,22.0,4.0,1.5,1.0
212,Vegan,Evening Snack,"Roasted Makhana","A balanced evening snack meal featuring Roasted Makhana - perfect for your dietary goals.",110,3.0,20.0,2.0,4.0
213,Vegan,Lunch,"Soya Chunks Curry with Bowls Rice","A healthy lunch meal featuring Soya Chunks Curry with Bowls Rice - perfect for your dietary goals.",410,22.0,68.0,3.0,7.0
214,Vegan,Lunch,"Vegan Dal Makhani (Coconut Milk) and Jeera Rice and Jeera Aloo","A home-style lunch meal featuring Vegan Dal Makhani (Coconut Milk) and Jeera Rice and Jeera Aloo - cooked in traditional Indian style.",520,12.5,74.0,18.0,11.2
215,Vegan,Dinner,"Chana Masala with Bowls Rice","A nutrient-rich dinner meal featuring Chana Masala with Bowls Rice - perfect for your dietary goals.",430,12.0,81.0,5.0,9.0
216,Vegan,Dinner,"Lauki Sabzi with Millet Roti","A healthy dinner meal featuring Lauki Sabzi with Millet Roti - prepared with minimal oil.",185,4.5,30.0,4.5,7.0
217,Vegan,Breakfast,"Appam","A home-style breakfast meal featuring Appam - perfect for your dietary goals.",120,2.0,25.0,1.5,1.0
218,Vegan,Breakfast,"Besan Chilla with Masala Oats","A nutrient-rich breakfast meal featuring Besan Chilla with Masala Oats - prepared with minimal oil.",290,12.0,42.0,8.0,8.0
219,Vegan,Mid Morning Snack,"Moong Sprouts Salad","A home-style mid morning snack meal featuring Moong Sprouts Salad - cooked in traditional Indian style.",120,10.0,18.0,1.0,6.0
220,Vegan,Evening Snack,"Cucumber Carrot Salad","A delicious evening snack meal featuring Cucumber Carrot Salad - providing excellent macronutrients.",40,1.0,9.0,0.0,3.0
221,Vegan,Lunch,"Lobia Curry with Quinoa (Bowl)","A delicious lunch meal featuring Lobia Curry with Quinoa (Bowl) - perfect for your dietary goals.",280,11.4,45.0,5.0,9.8
222,Vegan,Lunch,"Tofu Curry and Millet Roti and Aloo Gobi","A nutrient-rich lunch meal featuring Tofu Curry and Millet Roti and Aloo Gobi - providing excellent macronutrients.",405,20.5,44.0,16.5,11.0
223,Vegan,Dinner,"Rajma Curry with Rotis","A balanced dinner meal featuring Rajma Curry with Rotis - prepared with minimal oil.",388,14.0,70.0,6.0,14.0
224,Vegan,Dinner,"Lauki Sabzi with Jeera Rice","A home-style dinner meal featuring Lauki Sabzi with Jeera Rice - cooked in traditional Indian style.",220,3.5,38.0,6.0,4.2
225,Vegan,Breakfast,"Besan Chilla","A high-protein breakfast meal featuring Besan Chilla - cooked in traditional Indian style.",150,7.0,18.0,5.0,4.0
226,Vegan,Breakfast,"Moong Dal Chilla with Mixed Nuts (30g)","A balanced breakfast meal featuring Moong Dal Chilla with Mixed Nuts (30g) - perfect for your dietary goals.",320,14.0,23.0,19.0,7.0
227,Vegan,Mid Morning Snack,"Chana Chaat","A nutrient-rich mid morning snack meal featuring Chana Chaat - cooked in traditional Indian style.",140,7.0,22.0,2.0,6.0
228,Vegan,Evening Snack,"Moong Sprouts Salad","A healthy evening snack meal featuring Moong Sprouts Salad - perfect for your dietary goals.",120,10.0,18.0,1.0,6.0
229,Vegan,Lunch,"Yellow Dal Tadka with Quinoa (Bowl)","A high-protein lunch meal featuring Yellow Dal Tadka with Quinoa (Bowl) - providing excellent macronutrients.",240,11.4,39.0,5.0,7.8
230,Vegan,Lunch,"Rajma Curry and 3 Rotis and Baingan Bharta","A healthy lunch meal featuring Rajma Curry and 3 Rotis and Baingan Bharta - providing excellent macronutrients.",622,19.0,108.0,14.0,23.0
231,Vegan,Dinner,"Lobia Curry with Jeera Rice","A high-protein dinner meal featuring Lobia Curry with Jeera Rice - perfect for your dietary goals.",310,9.5,52.0,6.0,8.2
232,Vegan,Dinner,"Lauki Sabzi with Rotis","A balanced dinner meal featuring Lauki Sabzi with Rotis - providing excellent macronutrients.",278,7.0,54.0,5.0,9.0
233,Vegan,Breakfast,"Gobi Paratha","A nutrient-rich breakfast meal featuring Gobi Paratha - providing excellent macronutrients.",220,5.0,33.0,7.0,5.0
234,Vegan,Breakfast,"Masala Dosa with Chana Chaat","A delicious breakfast meal featuring Masala Dosa with Chana Chaat - prepared with minimal oil.",400,12.0,64.0,10.0,10.0
235,Vegan,Mid Morning Snack,"Moong Sprouts Salad","A balanced mid morning snack meal featuring Moong Sprouts Salad - perfect for your dietary goals.",120,10.0,18.0,1.0,6.0
236,Vegan,Evening Snack,"Vegan Protein Shake","A high-protein evening snack meal featuring Vegan Protein Shake - perfect for your dietary goals.",115,22.0,4.0,1.5,1.0
237,Vegan,Lunch,"Vegan Dal Makhani (Coconut Milk) with Bowl Rice","A balanced lunch meal featuring Vegan Dal Makhani (Coconut Milk) with Bowl Rice - providing excellent macronutrients.",350,10.0,50.0,10.0,8.0
238,Vegan,Lunch,"Toor Dal and Quinoa (Bowl) and Baingan Bharta","A high-protein lunch meal featuring Toor Dal and Quinoa (Bowl) and Baingan Bharta - cooked in traditional Indian style.",360,12.4,54.0,11.0,13.8
239,Vegan,Dinner,"Yellow Dal Tadka with Jeera Rice","A delicious dinner meal featuring Yellow Dal Tadka with Jeera Rice - perfect for your dietary goals.",270,9.5,46.0,6.0,6.2
240,Vegan,Dinner,"Lauki Sabzi with Rotis","A high-protein dinner meal featuring Lauki Sabzi with Rotis - perfect for your dietary goals.",278,7.0,54.0,5.0,9.0
241,Vegan,Breakfast,"Appam","A delicious breakfast meal featuring Appam - cooked in traditional Indian style.",120,2.0,25.0,1.5,1.0
242,Vegan,Breakfast,"Gobi Paratha with Masala Oats","A balanced breakfast meal featuring Gobi Paratha with Masala Oats - perfect for your dietary goals.",360,10.0,57.0,10.0,9.0
243,Vegan,Mid Morning Snack,"Moong Sprouts Salad","A delicious mid morning snack meal featuring Moong Sprouts Salad - prepared with minimal oil.",120,10.0,18.0,1.0,6.0
244,Vegan,Evening Snack,"Moong Sprouts Salad","A high-protein evening snack meal featuring Moong Sprouts Salad - prepared with minimal oil.",120,10.0,18.0,1.0,6.0
245,Vegan,Lunch,"Yellow Dal Tadka with Jeera Rice","A home-style lunch meal featuring Yellow Dal Tadka with Jeera Rice - cooked in traditional Indian style.",270,9.5,46.0,6.0,6.2
246,Vegan,Lunch,"Soya Chunks Curry and Bowl Rice and Mixed Veg Curry","A nutrient-rich lunch meal featuring Soya Chunks Curry and Bowl Rice and Mixed Veg Curry - providing excellent macronutrients.",420,24.0,58.0,9.0,11.0
247,Vegan,Dinner,"Soya Chunks Curry with Rotis","A healthy dinner meal featuring Soya Chunks Curry with Rotis - cooked in traditional Indian style.",358,24.0,56.0,5.0,11.0
248,Vegan,Dinner,"Mushroom Do Pyaza with Quinoa (Bowl)","A nutrient-rich dinner meal featuring Mushroom Do Pyaza with Quinoa (Bowl) - providing excellent macronutrients.",230,8.4,31.0,8.0,5.8
249,Vegan,Breakfast,"Masala Dosa","A balanced breakfast meal featuring Masala Dosa - cooked in traditional Indian style.",260,5.0,42.0,8.0,4.0
250,Vegan,Breakfast,"Masala Dosa with Masala Oats","A delicious breakfast meal featuring Masala Dosa with Masala Oats - cooked in traditional Indian style.",400,10.0,66.0,11.0,8.0
251,Vegan,Mid Morning Snack,"Roasted Chana","A home-style mid morning snack meal featuring Roasted Chana - perfect for your dietary goals.",120,6.0,18.0,2.0,5.0
252,Vegan,Evening Snack,"Masala Oats","A delicious evening snack meal featuring Masala Oats - providing excellent macronutrients.",140,5.0,24.0,3.0,4.0
253,Vegan,Lunch,"Vegan Dal Makhani (Coconut Milk) with Millet Roti","A delicious lunch meal featuring Vegan Dal Makhani (Coconut Milk) with Millet Roti - perfect for your dietary goals.",335,11.5,42.0,11.5,11.0
254,Vegan,Lunch,"Yellow Dal Tadka and Bowl Rice and Jeera Aloo","A balanced lunch meal featuring Yellow Dal Tadka and Bowl Rice and Jeera Aloo - perfect for your dietary goals.",400,11.0,70.0,8.0,9.0
255,Vegan,Dinner,"Lobia Curry with Jeera Rice","A balanced dinner meal featuring Lobia Curry with Jeera Rice - perfect for your dietary goals.",310,9.5,52.0,6.0,8.2
256,Vegan,Dinner,"Jeera Aloo with Bowl Rice","A healthy dinner meal featuring Jeera Aloo with Bowl Rice - providing excellent macronutrients.",280,4.0,52.0,5.0,4.0
257,Vegan,Breakfast,"4 Idlis","A home-style breakfast meal featuring 4 Idlis - cooked in traditional Indian style.",232,8.0,48.0,0.8,3.0
258,Vegan,Breakfast,"3 Idlis with Roasted Chana","A high-protein breakfast meal featuring 3 Idlis with Roasted Chana - perfect for your dietary goals.",294,12.0,54.0,2.6,7.2
259,Vegan,Mid Morning Snack,"Chana Chaat","A nutrient-rich mid morning snack meal featuring Chana Chaat - prepared with minimal oil.",140,7.0,22.0,2.0,6.0
260,Vegan,Evening Snack,"Chana Chaat","A nutrient-rich evening snack meal featuring Chana Chaat - perfect for your dietary goals.",140,7.0,22.0,2.0,6.0
